"Product SKU";"Name";"Category";"Wholesale price";"EAN";"Variation";"Variation SKU";"Width";"Height";"Quantity";"Description";"Main image"
"3156-911";"PoulCups";"Pets";"4.54";"3831125016716";"";"3156-911";"";"";"130";"PoulCups – Set for automatic water provision for poultry. Automatically fills water and stops when the cup is full. Your poultry will never be thirsty and you will not waste water unnecessarily with this set of cups.. Large set for automatic water provision for poultry . With this set of 6 automatic cups for water provision, you can ensure your poultry always have access to clean and fresh water.. Effortlessly hydrate your poultry. You can relax, while these cups automatically provide poultry with water. The cups are designed to fill up when empty, and stop when full, meaning your poultry will never be without a drink.. Save water and money. The cups fill up when needed, which means you will not have to constantly refill the container. This not only saves water, but it also saves you money on your water bill.. Easy installation. Simply drill a hole in any bucket, push in the watering cups, and screw the wingnut tight. Then, fill up the container with water and let your poultry enjoy their new drinking system.. Durable and long-lasting SEt. Made from high-quality materials, these cups for water provision are designed to last. They can withstand the wear and tear of daily use, and will not break or leak easily..";"https://zoho-site.com/cdn/img/2490817.jpg"
"2534-911";"Warmo Pro";"Gadget";"6.21";"3831125009589";"Colour - Green";"2534-911-18540";"";"";"104";"Warmo Pro – Luxury set of the cup and heater. Keep a cup of your favorite drink at the right temperature for as long as you want! Material: Ceramics, stainless steel. Keeps the warmth of any beverage that is in your mug. Never let your tea or coffee go cold again with a mug heater ideal for the home, office, picnic and beyond!. No need to use the kitchen. Place this cup heater on your desk so you don`t have to go to the kitchen when you want to have a warm drink. It heats drinks at 45°, 55° and 65°.. Great for outdoor use. All you need to use this cup heater is a power source to plug-in a USB cable, and you can use it anywhere.. You do not have to hurry to finish your drink. Nothing worse than cold coffee! Now, even when you busiest, your drink will wait for you warm.. A luxury set is a perfect gift for almost everyone. This set that contains a mug, heater, lid, spoon, and USB cable is a perfect gift for anyone who drinks coffee, tea or enjoys some other warm beverage. The set comes packed like a luxury gift..";"https://zoho-site.com/cdn/img/1062016.jpg"
"2533-911";"Waltun";"Bag";"4.66";"3831125002429";"";"2533-911";"";"";"114";"";"https://zoho-site.com/cdn/img/1495731.jpg"
"2552-911";"Nuton";"Home";"7.63";"3831125002375";"";"2552-911";"";"";"113";"";"https://zoho-site.com/cdn/img/1041754.jpg"
"2521-911";"Fiera";"Beauty";"13.26";"3831125007189";"";"2521-911";"";"";"121";"Fiera - long hair wig. Get a modern and sophisticated hairstyle in seconds with this professionally styled wig. Material: heat-resistant synthetic fiber. New color and style in seconds. The soft and natural wavy style will give you a new look within seconds, without damaging your natural hair with constant coloring.. A trendy hairstyle that perfectly fits any face shape. Long and curly hair will give you a natural look and adjust to your face shape. It will highlight and accentuate your facial lines.. Natural hairline. The hairline adopts the latest technology to make a new type of hair scalp, which makes the hairline look more natural and realistic.. Breathable while wearing. Unlike other wigs that sting your scalp and skin, Fiera wig will give you complete comfort while wearing it. You will not sweat or experience any discomfort.. Durable net design. The breathable net cap will make you feel comfortable when you wear it. The good quality net cap and hair are durable enough and they will provide you with long-term use..";"https://zoho-site.com/cdn/img/1034765.jpg"
"2690-911";"Rulero";"DIY";"4.28";"3831125009671";"";"2690-911";"";"";"110";"Rulero – An adjustable ruler for angle measurement. The angular gauge is a smart solution for convenient measurement of angles with subsequent transfer to the workpiece - ideal for laying floors or in furniture construction.. Can be used with just one hand. The gauge is designed to be easily operated from both sides with just one hand, even in narrow work areas. It will make angle measuring much easier.. Ideal for hard to reach angles and corners. With it, you will easily measure inside corners and outside corners. Transferring the angles is quick and convenient too.. Reduces measuring errors. The angular gauge has integrated hole in the movable part, for guiding the pencil for marking out parallel lines. This helps minimize measuring errors and improves accuracy.. Helps you finish the work two times faster. Its lock system secures the angle, making it easy to transfer the angles directly onto the material. Adjustable measuring ruler cuts the time needed by half, increasing the work efficiency.. Instant and easy measure reading. The ruler has a scale with centimeters which facilitates correct markings on the material and right measures. The lock system and movable parts makes it convenient to measure any angles..";"https://zoho-site.com/cdn/img/1461858.jpg"
"1930-911";"InstaFit";"Clothes";"7.47";"3831125007844";"Size - S";"1930-911-16444";"";"";"92";"InstaFit camouflage leggings. The attractive model of tights emphasizes the seductive line while the quality material and extra design ensure maximum comfort and freedom of movement during training and other physical activities.. The perfect blend of lightweight, stretchy material and always popular design. This unique combination makes them the number one choice for training and other physical activities.. Soft and extremely comfortable. At first glance and touch, you can see that these leggings meet the most important criteria, which will surely motivate you to exercise.. Modern look. In addition to being comfortable, it is very important for leggings to look fashionable because we all want to look good in what we wear. That is why these leggings are made in a popular camouflage design.. Quality and elastic material. What to keep in mind when buying leggings is the material of manufacture. These leggings are made of top quality material, high breathability and elasticity.. They visually emphasize the enchanting silhouette. Attractive leggings are designed to fit different body shapes perfectly because they visually emphasize curves..";"https://zoho-site.com/cdn/img/336923.jpg"
"1930-911";"InstaFit";"Clothes";"7.47";"3831125007851";"Size - M";"1930-911-16445";"";"";"17";"InstaFit camouflage leggings. The attractive model of tights emphasizes the seductive line while the quality material and extra design ensure maximum comfort and freedom of movement during training and other physical activities.. The perfect blend of lightweight, stretchy material and always popular design. This unique combination makes them the number one choice for training and other physical activities.. Soft and extremely comfortable. At first glance and touch, you can see that these leggings meet the most important criteria, which will surely motivate you to exercise.. Modern look. In addition to being comfortable, it is very important for leggings to look fashionable because we all want to look good in what we wear. That is why these leggings are made in a popular camouflage design.. Quality and elastic material. What to keep in mind when buying leggings is the material of manufacture. These leggings are made of top quality material, high breathability and elasticity.. They visually emphasize the enchanting silhouette. Attractive leggings are designed to fit different body shapes perfectly because they visually emphasize curves..";"https://zoho-site.com/cdn/img/336923.jpg"
"1930-911";"InstaFit";"Clothes";"7.47";"3831125007868";"Size - L";"1930-911-16446";"";"";"9";"InstaFit camouflage leggings. The attractive model of tights emphasizes the seductive line while the quality material and extra design ensure maximum comfort and freedom of movement during training and other physical activities.. The perfect blend of lightweight, stretchy material and always popular design. This unique combination makes them the number one choice for training and other physical activities.. Soft and extremely comfortable. At first glance and touch, you can see that these leggings meet the most important criteria, which will surely motivate you to exercise.. Modern look. In addition to being comfortable, it is very important for leggings to look fashionable because we all want to look good in what we wear. That is why these leggings are made in a popular camouflage design.. Quality and elastic material. What to keep in mind when buying leggings is the material of manufacture. These leggings are made of top quality material, high breathability and elasticity.. They visually emphasize the enchanting silhouette. Attractive leggings are designed to fit different body shapes perfectly because they visually emphasize curves..";"https://zoho-site.com/cdn/img/336923.jpg"
"1962-911";"Rotalle";"Home";"12.43";"3831125000579";"";"1962-911";"";"";"107";"Rotalle - Rotating shelf. The practical rotating shelf easily turns every corner into a functional additional storage space.. Creates additional storage space. The rotating shelf allows you to store things in corners that seemed unusable!. For example in different places. The shelf is easily placed not only on the walls, but also in kitchen cabinets, refrigerator, shower and other places where additional space is needed.. No surface damage. The shelf is quick and easy to install and remove without the need to drill walls or other surfaces, and clean up clutter afterwards. By simply pressing the handle, the shelf adheres to the desired surface.. Rotation provides 360-degree access. By turning the shelf, you can quickly and easily find everything you need, without the need to move things and constant clutter, as with classic shelves.. Resistant to moisture and mold. Resistant material and holes for draining liquid make it ideal for use in the bathroom, shower, under the sink and in other humid places..";"https://zoho-site.com/cdn/img/410489.jpg"
"2985-911";"Pinklo";"Toy";"14.34";"3831125012213";"";"2985-911";"";"";"103";"Pinklo – Bubble machine. A fun pony that can produce 3000+ bubbles in a minute will bring a lot of fun into children's life. Colourful bubbles can promote the development of children's imagination and creativity.. More fun. Produces sound and light effects for bigger fun with bubbles. Colored bubbles come out in 2 different sizes, and can be made at home, in the park, backyard, playground, and lawn.... Supports kids as they learn how to walk. The pony is in the shape of a mower, and it is very fun for kids of all ages. It also serves as walking support for small boys and girls.. Keeps kids entertained for a long time. With the pushing of the pony, its wings will swing up and down and attract children’s attention. Combined with bubbles it releases, it will keep kids busy for hours.. Kid-safe and durable. The bubble machine is made of high-quality, durable, and non-toxic ABS plastic. The bubble fluid is placed at the bottom so the kids cannot take it out.. Easy to start the device. This bubble machine is powered by 4 AA batteries (not included). Once the handle and wings are assembled and the bubble liquid is filled, you just need to press the ON / OFF button and then the world with bubbles starts..";"https://zoho-site.com/cdn/img/1574622.jpg"
"2357-911";"FidgyCube";"Toy";"2.3";"3831125008735";"Colour - Blue";"2357-911-17873";"";"";"54";"FidgyCube - Anti-stress toy. An interesting way to forget about stress and have fun! This puzzle with dice and balls is great for both adults and children. Material: ABS Plastic. Take a break from work and clear your mind. The toy requires concentration and will make you not think about work and daily commitments. After just a few minutes with her, you will feel more rested and calm.. Forget about everyday problems. The desire to put all the balls in the right place will occupy your attention and you will forget about everyday worries. Treat yourself to a few moments of respite.. Improves movement coordination. In order to put all the balls in the right place, they need to be constantly rotated, tracked and rotated by the main mechanism. Your fingers will be more flexible and your reactions faster.. Relieves stress and nervousness. The modern pace of life brings with it large amounts of stress. Restore a good mood and reduce nervousness by focusing on stacking the balls by color.. Stimulates different skills in children. In addition to coordinating movement, this toy nurtures concentration, patience and problem-solving skills in children. Let your children learn the basics of strategic thinking from an early age..";"https://zoho-site.com/cdn/img/693498.jpg"
"2357-911";"FidgyCube";"Toy";"2.3";"3831125008742";"Colour - Pink";"2357-911-17874";"";"";"49";"FidgyCube - Anti-stress toy. An interesting way to forget about stress and have fun! This puzzle with dice and balls is great for both adults and children. Material: ABS Plastic. Take a break from work and clear your mind. The toy requires concentration and will make you not think about work and daily commitments. After just a few minutes with her, you will feel more rested and calm.. Forget about everyday problems. The desire to put all the balls in the right place will occupy your attention and you will forget about everyday worries. Treat yourself to a few moments of respite.. Improves movement coordination. In order to put all the balls in the right place, they need to be constantly rotated, tracked and rotated by the main mechanism. Your fingers will be more flexible and your reactions faster.. Relieves stress and nervousness. The modern pace of life brings with it large amounts of stress. Restore a good mood and reduce nervousness by focusing on stacking the balls by color.. Stimulates different skills in children. In addition to coordinating movement, this toy nurtures concentration, patience and problem-solving skills in children. Let your children learn the basics of strategic thinking from an early age..";"https://zoho-site.com/cdn/img/693498.jpg"
"2021-911";"Ware";"Home";"1.2";"3831125015115";"Colour - Blue";"2021-911-16825";"";"";"7";"Ware - a floating laundry hair collector. A useful addition to the washing machine that quickly and efficiently removes pet hair and irritating balls that form on your clothes during washing.. Effectively removes hair during laundry. The floating hair collector performs its function without damaging your laundry. Effectively and effortlessly removes pet hair and hairs, as well as any unwanted residue in the washing machine.. Protects your washing machine hoses. Ware Prevents clogging and build-up in the pipes of your washing machine. Collects unwanted residues during washing, so as not to clog the drains.. You can also use it in the dryer. Ware also collects hairs during laundry drying. Effectively removes hair, dust, laundry residue when drying clothes, bedding, blankets and everything you wash and dry.. Long-term use. An efficient hair collector can be used up to 200 times. It adapts to various types of fabrics, and does not damage the fabric during washing and drying.. It saves time and money. Unlike other products, Ware saves time and money on cleaning. All you have to do is wash it and use it again - without buying additional extensions..";"https://zoho-site.com/cdn/img/425612.jpg"
"2021-911";"Ware";"Home";"1.2";"3831125015122";"Colour - Pink";"2021-911-16824";"";"";"177";"Ware - a floating laundry hair collector. A useful addition to the washing machine that quickly and efficiently removes pet hair and irritating balls that form on your clothes during washing.. Effectively removes hair during laundry. The floating hair collector performs its function without damaging your laundry. Effectively and effortlessly removes pet hair and hairs, as well as any unwanted residue in the washing machine.. Protects your washing machine hoses. Ware Prevents clogging and build-up in the pipes of your washing machine. Collects unwanted residues during washing, so as not to clog the drains.. You can also use it in the dryer. Ware also collects hairs during laundry drying. Effectively removes hair, dust, laundry residue when drying clothes, bedding, blankets and everything you wash and dry.. Long-term use. An efficient hair collector can be used up to 200 times. It adapts to various types of fabrics, and does not damage the fabric during washing and drying.. It saves time and money. Unlike other products, Ware saves time and money on cleaning. All you have to do is wash it and use it again - without buying additional extensions..";"https://zoho-site.com/cdn/img/425612.jpg"
"3030-911";"Gatta";"Jewelry";"4.72";"3831125012022";"";"3030-911";"";"";"90";"Gatta - Modern necklace. Express your love for this divine animal! The beautifully crafted pendant with cat silhouette makes a perfect fashion accessory. Material: zinc alloy.";"https://zoho-site.com/cdn/img/1682995.jpg"
"1595-911";"Beronia";"Sunglasses";"7.36";"3831125000227";"";"1595-911";"167";"47";"87";"Sunglasses Beronia. The extravagant model of glasses effectively protects the eyes and the area around them, does not slip or fall off the face and provides an effective fashion expression!. Women's and sensual glasses. These glasses are ideal for that much desired combination.. HIT MODEL. Designed after world brands, these glasses are the dominant model this season. They are especially popular among influencers and fashion faces.. QUALITY AND STRONG FRAMEWORK. The frame of the glasses is made of durable material and makes these glasses strong and reliable and will not be easily damaged.. EFFECTIVE FASHION ACCESSORY. The striking design makes them a charming fashion accessory that gives the face an extremely attractive look.. LIGHT AND COMFORTABLE TO WEAR. Comfortable feet do not create pressure during wearing, but allow better grip..";"https://zoho-site.com/cdn/img/276324.jpg"
"2377-911";"Bocci";"Clearance";"11.36";"3831125001583";"";"2377-911";"";"";"84";"Bocci – Table tennis training set. A table tennis training set for solo practice allows you to train even when you do not have a partner.. Fast skill improvement. This set is super practical for beginners and kids as it will help them to improve skills, reflexes, eye and hand coordination fast.. Practice your winning stroke. The highly elastic shaft offers a smooth 180° rebound, so you can practice your winning stroke without the need for an automatic machine.. Suitable for the whole family. Thanks to its base which can be extended, the whole family will play table tennis. Adjust it to a desired height in a matter of seconds.. Promotes good body posture. Kids will learn what the right posture for the game is. They will also learn how to coordinate their arms, feet and eyes.. Relieves eye fatigue. Playing this game allows your eyes to move in every direction following the ball. It helps reduce the eye fatigue caused by many electronic devices used daily..";"https://zoho-site.com/cdn/img/811886.jpg"
"0245-911";"Green Eco Ball";"Home";"6.61";"3831125002870";"";"0245-911";"110";"110";"80";"";"https://zoho-site.com/cdn/img/1122054.jpg"
"0005-915";"Vitamin C Tablets";"Health";"1.89";"3831125010820";"";"0005-915";"";"";"76";"";"https://zoho-site.com/cdn/img/1559104.jpg"
"1701-911";"Borero";"DIY";"12.73";"3831125000364";"";"1701-911";"";"";"76";"Borero - A set of crimping pliers with cable terminations. An indispensable tool for electricians, installers and construction workers. Thanks to its automatic diameter adjustment, it makes it easy to crimp all sizes of cable terminations.. Fast and accurate crimping. Quality pliers enable fast and precise insulation stripping and crimping of insulated cable lugs, uninsulated lugs and connectors.. Quality mechanism for top results. The self-adjusting diameter mechanism does not allow crimping errors and ensures top results that will be appreciated by every master.. Ergonomic handles make crimping 3 times easier. The handles of these pliers are specially designed and made to facilitate crimping and make it efficient, without much effort.. 1200 cable terminations for all your projects. In the set, in addition to pliers, you also get a box with 1200 cable terminations of different sizes for all your jobs.. Easy to use for amateurs as well. Thanks to the clever design, this tool can be easily used by both amateurs and professionals..";"https://zoho-site.com/cdn/img/1575044.jpg"
"1343-911";"Durey";"Wallet";"3.6";"3831125003020";"Colour - Light brown";"1343-911-10313";"";"";"60";"";"https://zoho-site.com/cdn/img/10014.jpg"
"2484-911";"Storago";"Home";"4.37";"3831125002566";"";"2484-911";"";"";"95";"Storago - Folding laundry and storage basket. The multi-useful basket will perfectly fit into any part of your home. It will provide you with extra storage space and keep your home nice and tidy.. Great help in the bathroom as a clean laundry bag. Place the clean laundry in the basket, and it will hold the freshens of the laundry until you get the time to fold it.. Additional closet in a corner. You can place anything into this basket from clothes, towels, toys, and anything that takes a lot of space. This basket will be an additional storage place in your home.. Laces design for easy closing and opening. With just one move, close the basket. The firm closing pattern will keep your belongings clean and they will not fall out.. Sturdy and easy to carry around. Storago has two side handles which will make moving the basket around very easy no matter if it is full or empty.. Elegant and modern pattern. With its modern design, this basket will perfectly blend into any home interior. It will make any corner of your home shine..";"https://zoho-site.com/cdn/img/903057.jpg"
"3101-911";"Fidda";"Jewelry";"3.56";"3831125013913";"";"3101-911";"";"";"67";"Fidda – Jewelry set. Glamorous set with luxurious ring, necklace, bracelet and earrings will make every woman feel special. Materials: Zinc alloy + rhinestones. Lavish jewelry. Express your unique and delicate nature with romantic jewelry set in the shape of a heart that gives off a sparkling and mysterious beauty.. For special celebrations. Enriched with beautiful glow, this jewelry set is excellent for weddings or other special events.. Unique and refined design. Exquisite design and lovely heart-shaped details make these jewelry truly unique.. Wear it any way you like. Rich set you can wear together or each piece separately. The classical design allows you to easily combine these jewelry with other fashion accessories.. Affordable luxury. A great line of jewelry of high quality materials, and incredible craftsmanship - now at an affordable price..";"https://zoho-site.com/cdn/img/1885416.jpg"
"3071-911";"Simple and tasty";"000-Obsolete";"1.96";"3831125012374";"Book - Simple and tasty (IT)";"3071-911-20173";"150";"15";"64";"";"https://zoho-site.com/cdn/img/2086166.jpg"
"1336-911";"Viola";"Ring";"3.24";"3831125003006";"Size - 6";"1336-911-10203";"";"";"2";"";"https://zoho-site.com/cdn/img/10521.jpg"
"1336-911";"Viola";"Ring";"3.24";"3831125003006";"Size - 7";"1336-911-11617";"";"";"9";"";"https://zoho-site.com/cdn/img/10521.jpg"
"0361-911";"Pingulingo";"Home";"3.64";"3831125001187";"";"0361-911";"150";"15";"61";"";"https://zoho-site.com/cdn/img/474333.jpg"
"1350-911";"Brashy";"Beauty";"2.13";"3831125002849";"";"1350-911";"";"";"56";"";"https://zoho-site.com/cdn/img/10081.jpg"
"2472-911";"Ruddler";"DIY";"11.11";"3831125002160";"";"2472-911";"";"";"53";"Ruddler - Wood drill guide tool. Speed up woodworking with this tool that helps you drill precise and even holes of different sizes each time. Materials: ABS+Steel. Ten perfectly shaped holes . Thanks to the precision of this tool, you can drill up to ten holes of different sizes. Now you only need one minute to drill the holes.. Precise measurements everytime . This tool has a built-in ruler that will help while measuring the wanted position of the hole.. Prevents accidents and provides safety. The handle of this tool will keep your hand out of the drills way, and prevent any injuries that might happen while drilling.. Drilled holes without damage on the wood. This is an easier but safest way to drill perfect holes without any damage on the wood. Also, it is easier to make connections for 2 wooden plates.. Keeps your wood steady. Strong clamps will hold your wood steady and prevent any sudden slip-outs from the work surfaces. .";"https://zoho-site.com/cdn/img/858304.jpg"
"2431-911";"Funtingo";"Toy";"6.28";"3831125003440";"";"2431-911";"";"";"52";"Funtingo – Mini interactive table football. With this interactive table football, little ones will forget about mobile phones and computers. This fantastic toy and their precise hands will help them play football in a way they have never experienced before. Materials: ABS plastic, rubber. You'll have more fun and save more space. Funtingo is a second name for unlimited fun for you and your loved ones. In addition, it takes up much less room than any other boring toys.. The right way for kids to learn about football. This game will entertain your kids for hours, encourage a competitive spirit and introduce them to the charms of football.. Start a party anywhere you go!. Place it wherever you want and start the party! You could easily place this portable table football on any flat surface and fun can begin.. Fun for everyone. Mini table football will entertain all football fans, no matter the age. It is ideal for children's parties and birthdays, family evenings and adult gatherings.. You can storage it wherever you want. It won't take much of the space. Because of its practical dimensions, 37.5 x 18.3 x 8 cm, Funtigo is very easy to carry and store..";"https://zoho-site.com/cdn/img/738436.jpg"
"0001-915";"Vitamin Ca Tablets";"Health";"1.89";"3831125010837";"";"0001-915";"";"";"50";"";"https://zoho-site.com/cdn/img/1569092.jpg"
"0003-915";"Mg K Tablets";"Health";"4.35";"3831125010851";"";"0003-915";"";"";"49";"";"https://zoho-site.com/cdn/img/1571072.jpg"
"0004-915";"B-Complex Pills";"Health";"2.46";"3831125010868";"";"0004-915";"";"";"48";"";"https://zoho-site.com/cdn/img/1571713.jpg"
"0002-915";"Mg Tablets";"Health";"1.89";"3831125010844";"";"0002-915";"";"";"48";"";"https://zoho-site.com/cdn/img/1569734.jpg"
"3002-911";"Furgetty";"Pets";"2.32";"3831125012138";"";"3002-911";"";"";"46";"Furgetty – A set of 4 pet hair removers. Smart solution attracts animal hairs during the washing and drying of clothes! Now your washed items can truly be free of any hairs.. Can be used in the washer and drier. The set has 2 yellow and 2 green reusable tools you can use in both washer and drier. This way you can absolutely remove any pet hairs from the clothing and covers.. Remove the hairs from furniture too. Flexible and sticky material catches dogs and cats hairs from your clothes and furniture. Use it to remove the pet hairs off your sofas, upholstered chairs and couches.. Gentle to clothing. Made of durable but soft material that will not damage your clothing. Put them in the washing machine even with the most delicate materials, they will not get ripped or frayed.. No need to wash the clothing twice. You will no longer have to wash your clothes twice, just to get rid of animal hair. Save water, money, time and, most importantly, save your nerves!. Unlimited usage. The material is reusable and can be cleaned with water! Store them close to the washing and drying machine, to have at reach whenever you need to remove pet hair..";"https://zoho-site.com/cdn/img/1662854.jpg"
"2363-911";"Hilley";"Shoes";"9.38";"3831125009008";"Size - 39 (EU 38)";"2363-911-17917";"";"";"4";"Hilley - hiking shoes. Conquer every mountain with these specialized hiking boots! The anti-slip model keeps your feet warm and prevents slipping, even on wet surfaces.. Designed for comfortable walking and climbing. The shoes are ergonomically designed and completely adapt to your foot. They do not create a feeling of heaviness even due to several hours of walking or hiking.. Improved finger protection. A reinforced upper in the toe area will protect your toes from sharp rocks on awkward mountain trails. It will alleviate the discomfort of climbing, walking and other outdoor activities.. Complete flexibility of feet, toes and feet. The highly customized flexibility of each part of the shoe ensures a healthy and proper way of walking. You will walk easily without effort.. Perfect foot support. Measuring feet and toes in 3D with advanced scanners has made it possible to make shoes that have a natural shape. Such a shape provides firm support to the foot.. Feel the warmth and comfort at the biggest minuses. Thanks to the firm seams and materials that retain heat, your feet will always be protected from cold, snow and drafts. You won’t need to wear three pairs of thick winter socks..";"https://zoho-site.com/cdn/img/709808.jpg"
"2596-911";"Faberg";"Hardware";"11.9";"3831125012220";"";"2596-911";"";"";"45";"";"https://zoho-site.com/cdn/img/1270874.jpg"
"1987-911";"Sonya";"Wigs";"9.25";"3831125001354";"";"1987-911";"";"";"45";"Sonya - messy wig. If you are one of the people who wants ashen blue hair color, but do not want to ruin your natural hair, a wig Sonya is the ideal solution for you. Material: 100% heat-resistant synthetic fibers. A hairstyle that suits every face shape. You can have a modern short hairstyle in just a few minutes. The ashy blue color of this trendy wig emphasizes the cheekbones and suits any face shape.. Stylize it as you wish. Made of highly resistant synthetic materials, this wig is suitable for styling in a style that suits only you.. A more fun look in the blink of an eye. With a disheveled wig, change your image in an instant and shine. The natural look of the wig will make any event more fun and will attract a multitude of compliments.. No extra haircut. Stylize it with your hands and the wig is ready to wear. It does not require additional shortening of bangs or the length of the hair itself.. Stable and breathable during wear. The breathable mesh of the wig prevents sweating and does not cause itchy scalp. Provides stability in all moments of wearing..";"https://zoho-site.com/cdn/img/503286.jpg"
"2370-911";"Fortsy";"Toy";"6.64";"3831125001132";"";"2370-911";"";"";"41";"Fortsy - kids set of 87 building rods and balls. Perfect set that will encourage your kids’ creativity. With 36 balls and 51 sticks, they will be able to build many different structures including the most fun one - their own castle! Materials: Plastic
. Build from castles to rockets!. Fortsy building kit is a great way to have fun while encouraging creativity and imagination. With 87 pieces - your little ones will be able to construct their very own fort or a rocket ship.. The toy that will improve thinking. Kids will focus their thoughts on creating the perfect structure and thus will improve their imagination, problem solving, and critical thinking.. Perfect creative toys for 3 or more children to play. Your little ones will learn teamwork through this set. They will work together to plan and solve problems, and construct different creative structures.. Infinite building possibilities. Perfect for building a cave, play tent, rocket, house, igloo, princess castle, tunnel, toy tents, pirate ships and many more.. Fun and easy to assemble. High-quality materials make it easy to assemble and disassemble. Also, the structure is firm and stable after it is built, without worrying about collapse..";"https://zoho-site.com/cdn/img/742515.jpg"
"0019-912";"Kids Pack";"Toy";"25.04";"3831125013876";"";"0019-912";"1";"1";"41";"";"https://zoho-site.com/cdn/img/1940530.jpg"
"2670-911";"Brushily";"DIY";"4.95";"3831125010295";"";"2670-911";"";"";"39";"Brushily- Flexible toilet brush. Have a clean and tidy bathroom with a new toilet brush that bends in all directions to thoroughly clean the entire toilet seat.. Dry and odorless. The brush has a wall tank with vents to keep the brush and holder dry and odorless. The bathroom will be clean, without unpleasant smells.. Great for descaling and deep cleaning. The flexibility of the brush is good for descaling as it reaches below the edge of the toilet bowl and removes hard lime scale. There will be no bacteria or dirt gathering on the toilet seat.. Saves time and effort. Thick bristles clean any bathroom surface easily without the use of force. You do not have to touch anything with your hands and cleaning is done in half the regular time.. Flexible and long-lasting. The flexible brush adapts to the shape of your shell, it will not scratch it even if you apply a stronger force when cleaning. After use, the brush itself is quick and easy to clean.. Reach any space in THE bathroom. Flexible head reaches hard to reach areas and narrow spaces in any bathroom. It can be used on any surface in the bathroom, any groove, curve or tight corner..";"https://zoho-site.com/cdn/img/1876550.jpg"
"1814-911";"Nestly";"Watch";"5.44";"3831125000432";"";"1814-911";"";"";"39";"Nestly - Sound wall clock. Charming and melodious melodies are an addition to this watch that will brighten up your everyday life for you and your family!. The singing of birds in your home. Bring a beautiful bird song into your home! At every full hour, another bird will sing to mark the time.. It relaxes and makes you happy. One of the wonders of nature, the singing of birds, relaxes and makes you happy with pleasant sounds, which you will especially appreciate after a hard day's work.. An eye-catching wall decoration. A modern-style wall clock with this sound accessory will attract the attention of guests. You can use it as a central decoration on the wall of any room.. More interesting than other watches. Arrange the space with fun details like this watch, much more interesting than ordinary, already seen clocks. Colorful illustrations of birds break the monotony of the walls. An authentic model of a clock with vivid illustrations of birds with its color "breaks" the monotonous colors of the walls..";"https://zoho-site.com/cdn/img/109044.jpg"
"2120-911";"Lifty";"DIY";"10.24";"3831125001361";"";"2120-911";"";"";"39";"Lifty - A device for lifting heavy objects. Make your job easier and save strength for the important things in life! This revolutionary tool will help you lift doors, windows and other heavy objects.. You don't need friends and masters - easily install any door. The work that required at least 2 masters can now be done by yourself. With this device you will install a new or repair and adjust the old door.. Designed to take weight. Spare your back and arms because this tool is specially designed to hold heavy objects. Whether it is a metal or wooden construction, nothing is too difficult for him.. Replaces a bunch of tools. Lifting and adjusting doors and windows are complex actions that require a lot of tools. This unique device has all the necessary features to self-install any door or window.. Quality materials and workmanship. The secret of the success of this tool lies in the ingenious design and hardened steel that ensures that the tool can carry weight without bending and cracking.. Multiple application. It also uses this tool to move heavy furniture and other bulky items. The next move will be much easier for you..";"https://zoho-site.com/cdn/img/494376.jpg"
"3107-911";"Nordfor";"Glasses";"23.06";"3831125013937";"";"3107-911";"";"";"39";"";"https://zoho-site.com/cdn/img/1913982.jpg"
"3153-911";"Lumineo";"Car";"7.79";"3831125016815";"";"3153-911";"";"";"34";"Lumineo – Light strip for car with remote. Transform your car interior with impressive lighting effects. Fasten your seat belt and experience the ultimate futuristic ride with this impressive light strip..";"https://zoho-site.com/cdn/img/2464883.jpg"
"3010-911";"Shady";"Sunglasses";"13.47";"3831125011810";"";"3010-911";"";"";"34";"Shady - Sunglasses with interchangeable lenses. Designed for better visions in every occasion: the yellow lenses is for night and dark environment, the gray lenses are polarized suitable for driving, the colorful one is for outdoor activities.. Ideal for outdoor activities. Lightweight sunglasses which do no squeeze the head are ideal for different activities. They are the perfect sunglasses for mountain biking, cycling, trail running, sailing and sports.. Superb protection for the eyes. Protective lenses block UVA and UVB rays and also eliminate reflective light. This way, the eyes are not affected by the harmful rays.. Perfect vision year around. The quality lenses filter the reflected blue glare, enhancing the clarity, giving you perfect vision all year round. Wear them in any season, to keep your eyes protected.. Adapts to the shape of any head. The lightweight and flexible design of the sunglasses` frame is ideal for motorcycling and cycling. They will adapt perfectly to your head, hair and any accessory you may wear.. Wear them any way it suits you. The sunglasses come with three different lenses for you to choose from! You will also get a lanyard to which you can attach the sunglasses for more comfort and easy handling..";"https://zoho-site.com/cdn/img/1660960.jpg"
"9687-911";"Sunglasses aviator HDL1413 Women s Flat Glass";"Sunglasses";"10.03";"3831125003242";"";"9687-911";"70";"150";"33";"";"https://zoho-site.com/cdn/img/345599.jpg"
